model,scenario,index,region,year,value,units
CESM,G6-1.5K-SAI,ID,Mediterranean,2065,3.518553691524129,days
CESM,G6-1.5K-SAI,ID,Eurasia_high,2065,86.50009037398176,days
CESM,G6-1.5K-SAI,ID,Northern_Europe,2065,102.21906966143398,days
CESM,G6-1.5K-SAI,ID,NH_midlat,2066,21.437450493186883,days
CESM,G6-1.5K-SAI,ID,Euro_Atlantic,2066,40.63020945983681,days
CESM,G6-1.5K-SAI,ID,Mediterranean,2066,6.605537739963301,days
CESM,G6-1.5K-SAI,ID,Eurasia_high,2066,85.68903387918144,days
CESM,G6-1.5K-SAI,ID,Northern_Europe,2066,104.27914122593904,days
CESM,G6-1.5K-SAI,FD,NH_midlat,2060,61.69232470325573,days
CESM,G6-1.5K-SAI,FD,Euro_Atlantic,2060,83.2020595994183,days
CESM,G6-1.5K-SAI,FD,Mediterranean,2060,32.54775941237085,days
CESM,G6-1.5K-SAI,FD,Eurasia_high,2060,155.17448585970737,days
CESM,G6-1.5K-SAI,FD,Northern_Europe,2060,164.26944254628967,days
CESM,G6-1.5K-SAI,FD,NH_midlat,2061,63.564555821974444,days
CESM,G6-1.5K-SAI,FD,Euro_Atlantic,2061,84.73251357555674,days
CESM,G6-1.5K-SAI,FD,Mediterranean,2061,37.05019322244141,days
CESM,G6-1.5K-SAI,FD,Eurasia_high,2061,157.680305067497,days
CESM,G6-1.5K-SAI,FD,Northern_Europe,2061,170.20549150992483,days
CESM,G6-1.5K-SAI,FD,NH_midlat,2062,62.14810845737361,days
CESM,G6-1.5K-SAI,FD,Euro_Atlantic,2062,82.91914010460859,days
CESM,G6-1.5K-SAI,FD,Mediterranean,2062,33.93583703123621,days
CESM,G6-1.5K-SAI,FD,Eurasia_high,2062,157.77041241425462,days
CESM,G6-1.5K-SAI,FD,Northern_Europe,2062,165.4748738068933,days
CESM,G6-1.5K-SAI,FD,NH_midlat,2063,63.16339842941689,days
CESM,G6-1.5K-SAI,FD,Euro_Atlantic,2063,84.46540947032729,days
CESM,G6-1.5K-SAI,FD,Mediterranean,2063,35.175801674959054,days
CESM,G6-1.5K-SAI,FD,Eurasia_high,2063,156.18903387918144,days
CESM,G6-1.5K-SAI,FD,Northern_Europe,2063,165.46323539131404,days
CESM,G6-1.5K-SAI,FD,NH_midlat,2064,62.80660964598842,days
CESM,G6-1.5K-SAI,FD,Euro_Atlantic,2064,84.33536502737878,days
CESM,G6-1.5K-SAI,FD,Mediterranean,2064,34.214426079037516,days
CESM,G6-1.5K-SAI,FD,Eurasia_high,2064,155.96226552334912,days
CESM,G6-1.5K-SAI,FD,Northern_Europe,2064,167.74231636793195,days
CESM,G6-1.5K-SAI,FD,NH_midlat,2065,62.65417696080576,days
CESM,G6-1.5K-SAI,FD,Euro_Atlantic,2065,83.7929110431518,days
CESM,G6-1.5K-SAI,FD,Mediterranean,2065,31.93583703123622,days
CESM,G6-1.5K-SAI,FD,Eurasia_high,2065,158.07274009737048,days
CESM,G6-1.5K-SAI,FD,Northern_Europe,2065,167.86633896880187,days
CESM,G6-1.5K-SAI,FD,NH_midlat,2066,63.05599976281023,days
CESM,G6-1.5K-SAI,FD,Euro_Atlantic,2066,83.88397364828175,days
CESM,G6-1.5K-SAI,FD,Mediterranean,2066,34.465642984072794,days
CESM,G6-1.5K-SAI,FD,Eurasia_high,2066,157.96517512724392,days
CESM,G6-1.5K-SAI,FD,Northern_Europe,2066,165.46905459910366,days
CESM,G6-1.5K-SAI,TR,NH_midlat,2060,118.06888268743758,days
CESM,G6-1.5K-SAI,TR,Euro_Atlantic,2060,100.3569401852379,days
CESM,G6-1.5K-SAI,TR,Mediterranean,2060,144.7919585621338,days
CESM,G6-1.5K-SAI,TR,Eurasia_high,2060,21.061011307809427,days
CESM,G6-1.5K-SAI,TR,Northern_Europe,2060,21.827484000883107,days
CESM,G6-1.5K-SAI,TR,NH_midlat,2061,117.41481524780671,days
CESM,G6-1.5K-SAI,TR,Euro_Atlantic,2061,100.36072062363134,days
CESM,G6-1.5K-SAI,TR,Mediterranean,2061,150.72596201528933,days
CESM,G6-1.5K-SAI,TR,Eurasia_high,2061,20.965084753262175,days
CESM,G6-1.5K-SAI,TR,Northern_Europe,2061,22.693762720363797,days
CESM,G6-1.5K-SAI,TR,NH_midlat,2062,117.95955003106873,days
CESM,G6-1.5K-SAI,TR,Euro_Atlantic,2062,99.80706614317477,days
CESM,G6-1.5K-SAI,TR,Mediterranean,2062,145.35400427787752,days
CESM,G6-1.5K-SAI,TR,Eurasia_high,2062,26.749954813009115,days
CESM,G6-1.5K-SAI,TR,Northern_Europe,2062,22.158877598286562,days
CESM,G6-1.5K-SAI,TR,NH_midlat,2063,118.75498604330717,days
CESM,G6-1.5K-SAI,TR,Euro_Atlantic,2063,100.80943888647175,days
CESM,G6-1.5K-SAI,TR,Mediterranean,2063,147.78070630082138,days
CESM,G6-1.5K-SAI,TR,Eurasia_high,2063,23.55810170391461,days
CESM,G6-1.5K-SAI,TR,Northern_Europe,2063,20.89725424503758,days
CESM,G6-1.5K-SAI,TR,NH_midlat,2064,118.38824936437202,days
CESM,G6-1.5K-SAI,TR,Euro_Atlantic,2064,100.64313565117072,days
CESM,G6-1.5K-SAI,TR,Mediterranean,2064,146.68246999106975,days
CESM,G6-1.5K-SAI,TR,Eurasia_high,2064,20.962175149367358,days
CESM,G6-1.5K-SAI,TR,Northern_Europe,2064,20.8953145091077,days
CESM,G6-1.5K-SAI,TR,NH_midlat,2065,118.19770005602868,days
CESM,G6-1.5K-SAI,TR,Euro_Atlantic,2065,100.24228787735885,days
CESM,G6-1.5K-SAI,TR,Mediterranean,2065,144.54560927723963,days
CESM,G6-1.5K-SAI,TR,Eurasia_high,2065,22.25868362469357,days
CESM,G6-1.5K-SAI,TR,Northern_Europe,2065,21.492210931619894,days
CESM,G6-1.5K-SAI,TR,NH_midlat,2066,118.12345352272918,days
CESM,G6-1.5K-SAI,TR,Euro_Atlantic,2066,101.02161453293444,days
CESM,G6-1.5K-SAI,TR,Mediterranean,2066,145.55686153855208,days
CESM,G6-1.5K-SAI,TR,Eurasia_high,2066,20.863338990925286,days
CESM,G6-1.5K-SAI,TR,Northern_Europe,2066,20.76159322858839,days
CESM,G6-1.5K-SAI,R10mm,NH_midlat,2060,13.323545304323032,days
CESM,G6-1.5K-SAI,R10mm,Euro_Atlantic,2060,13.166075674368425,days
CESM,G6-1.5K-SAI,R10mm,Mediterranean,2060,11.027372142766017,days
CESM,G6-1.5K-SAI,R10mm,Eurasia_high,2060,15.299418079221038,days
CESM,G6-1.5K-SAI,R10mm,Northern_Europe,2060,18.724798495241863,days
CESM,G6-1.5K-SAI,R10mm,NH_midlat,2061,14.94755054630756,days
CESM,G6-1.5K-SAI,R10mm,Euro_Atlantic,2061,15.111995409283233,days
CESM,G6-1.5K-SAI,R10mm,Mediterranean,2061,13.0,days
CESM,G6-1.5K-SAI,R10mm,Eurasia_high,2061,12.895344633768289,days
CESM,G6-1.5K-SAI,R10mm,Northern_Europe,2061,17.12984180865955,days
CESM,G6-1.5K-SAI,R10mm,NH_midlat,2062,14.5431000288138,days
CESM,G6-1.5K-SAI,R10mm,Euro_Atlantic,2062,14.841549674249467,days
CESM,G6-1.5K-SAI,R10mm,Mediterranean,2062,13.557178095602595,days
CESM,G6-1.5K-SAI,R10mm,Eurasia_high,2062,15.494180792210363,days
CESM,G6-1.5K-SAI,R10mm,Northern_Europe,2062,16.59883615844207,days
CESM,G6-1.5K-SAI,R10mm,NH_midlat,2063,14.059530624904854,days
CESM,G6-1.5K-SAI,R10mm,Euro_Atlantic,2063,14.323093287799766,days
CESM,G6-1.5K-SAI,R10mm,Mediterranean,2063,12.125608452517639,days
CESM,G6-1.5K-SAI,R10mm,Eurasia_high,2063,10.302327683115854,days
CESM,G6-1.5K-SAI,R10mm,Northern_Europe,2063,18.065890772294715,days
CESM,G6-1.5K-SAI,R10mm,NH_midlat,2064,14.194360970659405,days
CESM,G6-1.5K-SAI,R10mm,Euro_Atlantic,2064,14.578824370011493,days
CESM,G6-1.5K-SAI,R10mm,Mediterranean,2064,11.76490297641829,days
CESM,G6-1.5K-SAI,R10mm,Eurasia_high,2064,16.805237287010673,days
CESM,G6-1.5K-SAI,R10mm,Northern_Europe,2064,17.39728436969817,days
CESM,G6-1.5K-SAI,R10mm,NH_midlat,2065,14.608447944856099,days
CESM,G6-1.5K-SAI,R10mm,Euro_Atlantic,2065,15.022076894363162,days
CESM,G6-1.5K-SAI,R10mm,Mediterranean,2065,13.442821904397405,days
CESM,G6-1.5K-SAI,R10mm,Eurasia_high,2065,13.802327683115854,days
CESM,G6-1.5K-SAI,R10mm,Northern_Europe,2065,18.325574389613816,days
CESM,G6-1.5K-SAI,R10mm,NH_midlat,2066,15.302820328065629,days
CESM,G6-1.5K-SAI,R10mm,Euro_Atlantic,2066,14.828195515144746,days
CESM,G6-1.5K-SAI,R10mm,Mediterranean,2066,13.568430356915043,days
CESM,G6-1.5K-SAI,R10mm,Eurasia_high,2066,14.994180792210363,days
CESM,G6-1.5K-SAI,R10mm,Northern_Europe,2066,12.672485874456303,days
CESM,G6-1.5K-SAI,R20mm,NH_midlat,2060,1.3527822260260247,days
CESM,G6-1.5K-SAI,R20mm,Euro_Atlantic,2060,1.428245315498269,days
CESM,G6-1.5K-SAI,R20mm,Mediterranean,2060,1.262469166347729,days
CESM,G6-1.5K-SAI,R20mm,Eurasia_high,2060,1.7994180792210364,days
CESM,G6-1.5K-SAI,R20mm,Northern_Europe,2060,1.5329453861473572,days
CESM,G6-1.5K-SAI,R20mm,NH_midlat,2061,1.2598679622584958,days
CESM,G6-1.5K-SAI,R20mm,Euro_Atlantic,2061,1.2313326754680478,days
CESM,G6-1.5K-SAI,R20mm,Mediterranean,2061,1.1529805952836578,days
CESM,G6-1.5K-SAI,R20mm,Eurasia_high,2061,1.5000000000000002,days
CESM,G6-1.5K-SAI,R20mm,Northern_Europe,2061,2.8003879471859756,days
CESM,G6-1.5K-SAI,R20mm,NH_midlat,2062,1.4780871676151164,days
CESM,G6-1.5K-SAI,R20mm,Euro_Atlantic,2062,1.3723335424594567,days
CESM,G6-1.5K-SAI,R20mm,Mediterranean,2062,1.0273721427660178,days
CESM,G6-1.5K-SAI,R20mm,Eurasia_high,2062,1.9011638415579275,days
CESM,G6-1.5K-SAI,R20mm,Northern_Europe,2062,1.9999999999999998,days
CESM,G6-1.5K-SAI,R20mm,NH_midlat,2063,1.423229300499226,days
CESM,G6-1.5K-SAI,R20mm,Euro_Atlantic,2063,1.6134307218776163,days
CESM,G6-1.5K-SAI,R20mm,Mediterranean,2063,0.6392945239006489,days
CESM,G6-1.5K-SAI,R20mm,Eurasia_high,2063,0.5,days
CESM,G6-1.5K-SAI,R20mm,Northern_Europe,2063,2.333333333333333,days
CESM,G6-1.5K-SAI,R20mm,NH_midlat,2064,1.5373307606956745,days
CESM,G6-1.5K-SAI,R20mm,Euro_Atlantic,2064,1.576338801732834,days
CESM,G6-1.5K-SAI,R20mm,Mediterranean,2064,1.9178835717019471,days
CESM,G6-1.5K-SAI,R20mm,Eurasia_high,2064,1.2994180792210364,days
CESM,G6-1.5K-SAI,R20mm,Northern_Europe,2064,2.0,days
CESM,G6-1.5K-SAI,R20mm,NH_midlat,2065,1.4171730005567984,days
CESM,G6-1.5K-SAI,R20mm,Euro_Atlantic,2065,1.3690981777161428,days
CESM,G6-1.5K-SAI,R20mm,Mediterranean,2065,1.360705476099351,days
CESM,G6-1.5K-SAI,R20mm,Eurasia_high,2065,1.7994180792210364,days
CESM,G6-1.5K-SAI,R20mm,Northern_Europe,2065,1.2674425610386182,days
CESM,G6-1.5K-SAI,R20mm,NH_midlat,2066,1.4385794990515495,days
CESM,G6-1.5K-SAI,R20mm,Euro_Atlantic,2066,1.2968154125255467,days
CESM,G6-1.5K-SAI,R20mm,Mediterranean,2066,1.1803527380496757,days
CESM,G6-1.5K-SAI,R20mm,Eurasia_high,2066,1.197672316884145,days
CESM,G6-1.5K-SAI,R20mm,Northern_Europe,2066,1.6666666666666665,days
CESM,G6-1.5K-SAI,CDD,NH_midlat,2060,14.496017058637408,days
CESM,G6-1.5K-SAI,CDD,Euro_Atlantic,2060,14.416590255749828,days
CESM,G6-1.5K-SAI,CDD,Mediterranean,2060,15.454074165709851,days
CESM,G6-1.5K-SAI,CDD,Eurasia_high,2060,13.700581920778964,days
CESM,G6-1.5K-SAI,CDD,Northern_Europe,2060,13.001939735929877,days
CESM,G6-1.5K-SAI,CDD,NH_midlat,2061,13.556376868786279,days
CESM,G6-1.5K-SAI,CDD,Euro_Atlantic,2061,14.070955689428628,days
CESM,G6-1.5K-SAI,CDD,Mediterranean,2061,16.0,days
CESM,G6-1.5K-SAI,CDD,Eurasia_high,2061,13.805237287010675,days
CESM,G6-1.5K-SAI,CDD,Northern_Europe,2061,16.465114877922765,days
CESM,G6-1.5K-SAI,CDD,NH_midlat,2062,13.891564258633622,days
CESM,G6-1.5K-SAI,CDD,Euro_Atlantic,2062,13.88968922722961,days
CESM,G6-1.5K-SAI,CDD,Mediterranean,2062,13.52493833269546,days
CESM,G6-1.5K-SAI,CDD,Eurasia_high,2062,11.904073445452747,days
CESM,G6-1.5K-SAI,CDD,Northern_Europe,2062,14.536824858007114,days
CESM,G6-1.5K-SAI,CDD,NH_midlat,2063,13.279420404239236,days
CESM,G6-1.5K-SAI,CDD,Euro_Atlantic,2063,13.476813183224817,days
CESM,G6-1.5K-SAI,CDD,Mediterranean,2063,13.62317464244708,days
CESM,G6-1.5K-SAI,CDD,Eurasia_high,2063,13.197672316884146,days
CESM,G6-1.5K-SAI,CDD,Northern_Europe,2063,13.932169491775404,days
CESM,G6-1.5K-SAI,CDD,NH_midlat,2064,15.466987235510521,days
CESM,G6-1.5K-SAI,CDD,Euro_Atlantic,2064,15.534344588056964,days
CESM,G6-1.5K-SAI,CDD,Mediterranean,2064,16.666666666666668,days
CESM,G6-1.5K-SAI,CDD,Eurasia_high,2064,14.494180792210361,days
CESM,G6-1.5K-SAI,CDD,Northern_Europe,2064,15.934109227705283,days
CESM,G6-1.5K-SAI,CDD,NH_midlat,2065,14.545448215728207,days
CESM,G6-1.5K-SAI,CDD,Euro_Atlantic,2065,14.547963041088654,days
CESM,G6-1.5K-SAI,CDD,Mediterranean,2065,14.792275119184309,days
CESM,G6-1.5K-SAI,CDD,Eurasia_high,2065,12.898254237663108,days
CESM,G6-1.5K-SAI,CDD,Northern_Europe,2065,12.465114877922762,days
CESM,G6-1.5K-SAI,CDD,NH_midlat,2066,14.843097746303775,days
CESM,G6-1.5K-SAI,CDD,Euro_Atlantic,2066,15.384660395715947,days
CESM,G6-1.5K-SAI,CDD,Mediterranean,2066,16.109488571064073,days
CESM,G6-1.5K-SAI,CDD,Eurasia_high,2066,11.098836158442072,days
CESM,G6-1.5K-SAI,CDD,Northern_Europe,2066,14.33721280519309,days
CESM,G6-1.5K-SAI,CWD,NH_midlat,2060,4.628390967949195,days
CESM,G6-1.5K-SAI,CWD,Euro_Atlantic,2060,4.650266783906694,days
CESM,G6-1.5K-SAI,CWD,Mediterranean,2060,4.666666666666667,days
CESM,G6-1.5K-SAI,CWD,Eurasia_high,2060,5.401163841557927,days
CESM,G6-1.5K-SAI,CWD,Northern_Europe,2060,4.732557438961382,days
CESM,G6-1.5K-SAI,CWD,NH_midlat,2061,4.450405067112105,days
CESM,G6-1.5K-SAI,CWD,Euro_Atlantic,2061,4.358748552082553,days
CESM,G6-1.5K-SAI,CWD,Mediterranean,2061,4.278589047801297,days
CESM,G6-1.5K-SAI,CWD,Eurasia_high,2061,4.799418079221036,days
CESM,G6-1.5K-SAI,CWD,Northern_Europe,2061,4.8643389835508115,days
CESM,G6-1.5K-SAI,CWD,NH_midlat,2062,4.760812900280291,days
CESM,G6-1.5K-SAI,CWD,Euro_Atlantic,2062,4.700870253897615,days
CESM,G6-1.5K-SAI,CWD,Mediterranean,2062,4.694038809432684,days
CESM,G6-1.5K-SAI,CWD,Eurasia_high,2062,4.700581920778964,days
CESM,G6-1.5K-SAI,CWD,Northern_Europe,2062,4.86627871948069,days
CESM,G6-1.5K-SAI,CWD,NH_midlat,2063,4.480666860085089,days
CESM,G6-1.5K-SAI,CWD,Euro_Atlantic,2063,4.437502046759776,days
CESM,G6-1.5K-SAI,CWD,Mediterranean,2063,4.180352738049676,days
CESM,G6-1.5K-SAI,CWD,Eurasia_high,2063,4.299418079221036,days
CESM,G6-1.5K-SAI,CWD,Northern_Europe,2063,5.267442561038618,days
CESM,G6-1.5K-SAI,CWD,NH_midlat,2064,4.471811565606856,days
CESM,G6-1.5K-SAI,CWD,Euro_Atlantic,2064,4.581723850729753,days
CESM,G6-1.5K-SAI,CWD,Mediterranean,2064,4.847019404716343,days
CESM,G6-1.5K-SAI,CWD,Eurasia_high,2064,4.200581920778964,days
CESM,G6-1.5K-SAI,CWD,Northern_Europe,2064,4.73449717489126,days
CESM,G6-1.5K-SAI,CWD,NH_midlat,2065,4.637465564493258,days
CESM,G6-1.5K-SAI,CWD,Euro_Atlantic,2065,4.644486812660762,days
CESM,G6-1.5K-SAI,CWD,Mediterranean,2065,4.360705476099351,days
CESM,G6-1.5K-SAI,CWD,Eurasia_high,2065,4.901163841557928,days
CESM,G6-1.5K-SAI,CWD,Northern_Europe,2065,4.999999999999999,days
CESM,G6-1.5K-SAI,CWD,NH_midlat,2066,5.131074209707218,days
CESM,G6-1.5K-SAI,CWD,Euro_Atlantic,2066,5.26143824143068,days
CESM,G6-1.5K-SAI,CWD,Mediterranean,2066,5.666666666666668,days
CESM,G6-1.5K-SAI,CWD,Eurasia_high,2066,4.401163841557928,days
CESM,G6-1.5K-SAI,CWD,Northern_Europe,2066,4.267442561038618,days
CESM,G6-1.5K-SAI,TXx,NH_midlat,2060,43.72794771819326,degC
CESM,G6-1.5K-SAI,TXx,Euro_Atlantic,2060,41.43760253657321,degC
CESM,G6-1.5K-SAI,TXx,Mediterranean,2060,46.76929084199036,degC
CESM,G6-1.5K-SAI,TXx,Eurasia_high,2060,33.54344630846404,degC
CESM,G6-1.5K-SAI,TXx,Northern_Europe,2060,33.731557264237836,degC
CESM,G6-1.5K-SAI,TXx,NH_midlat,2061,43.319050904916864,degC
CESM,G6-1.5K-SAI,TXx,Euro_Atlantic,2061,41.21421538506024,degC
CESM,G6-1.5K-SAI,TXx,Mediterranean,2061,47.777384900923515,degC
CESM,G6-1.5K-SAI,TXx,Eurasia_high,2061,31.64014201039418,degC
CESM,G6-1.5K-SAI,TXx,Northern_Europe,2061,32.06348900357911,degC
CESM,G6-1.5K-SAI,TXx,NH_midlat,2062,44.23637410215785,degC
CESM,G6-1.5K-SAI,TXx,Euro_Atlantic,2062,41.66623357286107,degC
CESM,G6-1.5K-SAI,TXx,Mediterranean,2062,48.61104287161034,degC
CESM,G6-1.5K-SAI,TXx,Eurasia_high,2062,33.87688245689038,degC
CESM,G6-1.5K-SAI,TXx,Northern_Europe,2062,32.22751872039788,degC
CESM,G6-1.5K-SAI,TXx,NH_midlat,2063,43.80510806474521,degC
CESM,G6-1.5K-SAI,TXx,Euro_Atlantic,2063,41.460224601575504,degC
CESM,G6-1.5K-SAI,TXx,Mediterranean,2063,47.172402987135975,degC
CESM,G6-1.5K-SAI,TXx,Eurasia_high,2063,33.424843460931605,degC
CESM,G6-1.5K-SAI,TXx,Northern_Europe,2063,32.407284817728986,degC
CESM,G6-1.5K-SAI,TXx,NH_midlat,2064,44.34211262404509,degC
CESM,G6-1.5K-SAI,TXx,Euro_Atlantic,2064,42.040417927227644,degC
CESM,G6-1.5K-SAI,TXx,Mediterranean,2064,47.589746335192274,degC
CESM,G6-1.5K-SAI,TXx,Eurasia_high,2064,33.924494614599155,degC
CESM,G6-1.5K-SAI,TXx,Northern_Europe,2064,33.0291179289058,degC
CESM,G6-1.5K-SAI,TXx,NH_midlat,2065,43.95655057417882,degC
CESM,G6-1.5K-SAI,TXx,Euro_Atlantic,2065,42.008642008406426,degC
CESM,G6-1.5K-SAI,TXx,Mediterranean,2065,46.67886559019677,degC
CESM,G6-1.5K-SAI,TXx,Eurasia_high,2065,32.465253931368274,degC
CESM,G6-1.5K-SAI,TXx,Northern_Europe,2065,33.86823732014842,degC
CESM,G6-1.5K-SAI,TXx,NH_midlat,2066,44.04319674368392,degC
CESM,G6-1.5K-SAI,TXx,Euro_Atlantic,2066,41.64267948036612,degC
CESM,G6-1.5K-SAI,TXx,Mediterranean,2066,46.91974462916504,degC
CESM,G6-1.5K-SAI,TXx,Eurasia_high,2066,31.767134141228908,degC
CESM,G6-1.5K-SAI,TXx,Northern_Europe,2066,32.22991451741434,degC
CESM,G6-1.5K-SAI,TXn,NH_midlat,2060,-3.8560470753448497,degC
CESM,G6-1.5K-SAI,TXn,Euro_Atlantic,2060,-6.581094309636494,degC
CESM,G6-1.5K-SAI,TXn,Mediterranean,2060,-2.2115364198598297,degC
CESM,G6-1.5K-SAI,TXn,Eurasia_high,2060,-13.392968298119053,degC
CESM,G6-1.5K-SAI,TXn,Northern_Europe,2060,-15.832421005199759,degC
CESM,G6-1.5K-SAI,TXn,NH_midlat,2061,-3.6462448779652483,degC
CESM,G6-1.5K-SAI,TXn,Euro_Atlantic,2061,-5.916143821681181,degC
CESM,G6-1.5K-SAI,TXn,Mediterranean,2061,-0.600408241629981,degC
CESM,G6-1.5K-SAI,TXn,Eurasia_high,2061,-14.343594730248544,degC
CESM,G6-1.5K-SAI,TXn,Northern_Europe,2061,-15.566257356802028,degC
CESM,G6-1.5K-SAI,TXn,NH_midlat,2062,-3.963993134698306,degC
CESM,G6-1.5K-SAI,TXn,Euro_Atlantic,2062,-6.193342750706764,degC
CESM,G6-1.5K-SAI,TXn,Mediterranean,2062,-0.7905785397309144,degC
CESM,G6-1.5K-SAI,TXn,Eurasia_high,2062,-13.245667935687681,degC
CESM,G6-1.5K-SAI,TXn,Northern_Europe,2062,-14.542273260116342,degC
CESM,G6-1.5K-SAI,TXn,NH_midlat,2063,-3.3342696672922045,degC
CESM,G6-1.5K-SAI,TXn,Euro_Atlantic,2063,-5.883334500370258,degC
CESM,G6-1.5K-SAI,TXn,Mediterranean,2063,-1.1702893668894987,degC
CESM,G6-1.5K-SAI,TXn,Eurasia_high,2063,-12.989902036758545,degC
CESM,G6-1.5K-SAI,TXn,Northern_Europe,2063,-14.881811153931201,degC
CESM,G6-1.5K-SAI,TXn,NH_midlat,2064,-3.734811949588672,degC
CESM,G6-1.5K-SAI,TXn,Euro_Atlantic,2064,-5.950922345289169,degC
CESM,G6-1.5K-SAI,TXn,Mediterranean,2064,-1.590532535023177,degC
CESM,G6-1.5K-SAI,TXn,Eurasia_high,2064,-15.914414893953271,degC
